,sms,label
2028,Kallis is ready for bat in 2nd innings,0
2301,"&lt;#&gt; , that's all? Guess that's easy enough",0
1885,I think asking for a gym is the excuse for lazy people. I jog.,0
1642,Sleeping nt feeling well,0
972,Yup i thk so until e shop closes lor.,0
5356,Tell me something. Thats okay.,0
2097,Are you the cutest girl in the world or what,0
4848,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0
4258,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
5010,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1
5533,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0
836,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1
601,If u sending her home first it's ok lor. I'm not ready yet.,0
2184,I know a few people I can hit up and fuck to the yes,0
4436,How come u got nothing to do?,0
3065,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1
4792,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0
1582,"Yep, at derek's house now, see you Sunday &lt;3",0
4747,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0
3125,U coming 2 pick me?,0
4577,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1
1070,"alright, I'll make sure the car is back tonight",0
1775,Did u see what I posted on your Facebook?,0
5355,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0
1283,Yes i thought so. Thanks.,0
5303,"I can. But it will tell quite long, cos i haven't finish my film yet...",0
4053,dont make ne plans for nxt wknd coz she wants us to come down then ok,0
5297,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0
1836,Are you wet right now?,0
5235,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0
1019,Don know..wait i will check it.,0
3971,WOT U UP 2 J?,0
1326,"Sorry, was in the bathroom, sup",0
3064,"Sounds good, keep me posted",0
475,Ok I'm gonna head up to usf in like fifteen minutes,0
2810,Thinkin about someone is all good. No drugs for that,0
4183,I just really need shit before tomorrow and I know you won't be awake before like 6,0
1651,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
5176,Company is very good.environment is terrific and food is really nice:),0
4767,I'm not sure if its still available though,0
2528,jay says he'll put in  &lt;#&gt;,0
3707,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1
5361,Yep get with the program. You're slacking.,0
3187,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
1373,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1
739,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0
4512,Money i have won wining number 946 wot do i do next,1
3012,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1
867,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1
1140,Oh:)as usual vijay film or its different?,0
997,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0
1337,Then she buying today? ÌÏ no need to c meh...,0
541,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0
1099,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0
1132,Good morning princess! How are you?,0
5403,So gd got free ice cream... I oso wan...,0
3355,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0
2258,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
4505,When are you guys leaving?,0
59,Yes..gauti and sehwag out of odi series.,0
4273,Ball is moving a lot.will spin in last :)so very difficult to bat:),0
1938,Excellent! Are you ready to moan and scream in ecstasy?,0
4440,I'm going 2 orchard now laready me reaching soon. U reaching?,0
5499,Now get step 2 outta the way. Congrats again.,0
2960,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
2813,"Alright if you're sure, let me know when you're leaving",0
5033,I want to go to perumbavoor,0
1078,Convey my regards to him,0
4217,Actually i'm waiting for 2 weeks when they start putting ad.,0
3607,Pls come quick cant bare this.,0
3870,Yeah my usual guy's out of town but there're definitely people around I know,0
4745,Orh i tot u say she now still dun believe.,0
2630,No way I'm going back there!,0
3708,Ok.ok ok..then..whats ur todays plan,0
940,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0
1080,You tell what happen dont behave like this to me. Ok no need to say,0
187,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
3246,* You gonna ring this weekend or wot?,0
2085,Moji i love you more than words. Have a rich day,0
2249,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",1
5392,Ooooooh I forgot to tell u I can get on yoville on my phone,0
5448,"aight we can pick some up, you open before tonight?",0
2023,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0
4840,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0
1492,In the end she might still vomit but its okay. Not everything will come out.,0
4283,Yes. I come to nyc for audiitions and am trying to relocate.,0
226,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
4087,He needs to stop going to bed and make with the fucking dealing,0
2583,"Goodmorning, today i am late for 1hr.",0
1929,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1
3783,Dear got train and seat mine lower seat,0
5005,ILL B DOWN SOON,0
1404,Actually getting ready to leave the house.,0
2179,And popping &lt;#&gt; ibuprofens was no help.,0
697,meet you in corporation st outside gap Û_ you can see how my mind is working!,0
1124,Aiyar sorry lor forgot 2 tell u...,0
5391,Watching ajith film ah?,0
3608,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
1778,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
2634,"Sorry da thangam, very very sorry i am held up with prasad.",0
4579,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0
1037,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
4647,We are okay. Going to sleep now. Later,0
2256,"Just checked out, heading out to drop off my stuff now",0
5504,Wait . I will msg after  &lt;#&gt;  min.,0
313,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0
2649,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0
2281,"I hav almost reached. Call, i m unable to connect u.",0
3220,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1
3895,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
2547,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1
1416,No..few hours before.went to hair cut .,0
1036,"No my blankets are sufficient, thx",0
2159,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1
2984,No break time one... How... I come out n get my stuff fr Ì_?,0
4635,K k pa Had your lunch aha.,0
1754,How is your schedule next week? I am out of town this weekend.,0
3855,I'm ok. Will do my part tomorrow,0
3475,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0
3331,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0
2520,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0
3973,Roger that. WeÛ÷re probably going to rem in about 20,0
4384,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1
4897,Oh for fuck's sake she's in like tallahassee,0
1506,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1
1923,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0
448,LOL ... Have you made plans for new years?,0
4927,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,0
5143,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0
5535,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
3165,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
361,Oh ok no prob..,0
2183,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0
1134,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0
4447,I sent them. Do you like?,0
2155,What year. And how many miles.,0
1830,That's the way you should stay oh.,0
1053,Jay's getting really impatient and belligerent,0
2460,i cant talk to you now.i will call when i can.dont keep calling.,0
22,So Ì_ pay first lar... Then when is da stock comin...,0
2066,Then. You are eldest know.,0
1653,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,0
4163,"Its ok, called mom instead have fun",0
3977,Reason is if the team budget is available at last they buy the unsold players for at base rate..,0
2743,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,0
3459,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0
4884,Poor girl can't go one day lmao,0
2468,Lol well don't do it without me. We could have a big sale together.,0
2325,Apps class varaya elaya.,0
460,Where did u go? My phone is gonna die you have to stay in here,0
1067,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
87,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0
1430,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0
5199,Ugh my leg hurts. Musta overdid it on mon.,0
282,Ok. I asked for money how far,0
2483,Mm have some kanji dont eat anything heavy ok,0
462,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1
